reviewer_name,review_text,movie_name
Adam Nayman,"The sense of torpor simultaneously helps to call attention to the painterly beauty of the images-widescreen compositions evoking the light and coloring of 18th century paintings-and the grim, fatalistic determinism of the narrative...",Barry Lyndon
Jacoba Atlas,Pretentious best describes the 184-minute movie: every scene is filled with expectations of the highest form of expression but none succeed.,Barry Lyndon
Bernard Drew,"There are gorgeous homes and landscapes aplenty, duels, wars, balls -- Kubrick is wonderful on big scenes and small details -- but the big detail of people and why they do what they do has been lost in the shuffle.",Barry Lyndon
Jesús Fernández Santos,"Barry Lyndon is like an excellent encyclopedia... It's boring and exhausting, and ends up being too long, almost ineffective. [Full Review in Spanish]",Barry Lyndon
James Kendrick,"Barry Lyndon is a deeply felt, sometimes brutally ironic, and always visually gorgeous summation of the wide breadth of human experience.",Barry Lyndon
List Staff,"It's a stunning, sumptuous and sustained meditation on man's ultimate powerlessness.",Barry Lyndon
Donald Clarke,"Barry Lyndon is, despite its rigorous construction, also among Kubrick's more emotionally engaged films.",Barry Lyndon
Michael Wilmington,"The wonderfully dry and witty narration is from Thackeray, delivered by Michael Horder.",Barry Lyndon
Erick Estrada,"Without prescriptions or clichés, Fincher manages to show the lights and shadows of the two central characters: the perfect marriage of the common man and the femme fatale. [Full review in Spanish]",Gone Girl
Jason Adams,Tonally sloppy. Things happen to Ben Affleck; Ben Affleck doesn't make things happen.,Gone Girl
Manuel São Bento,"Yet another evidence of David Fincher's masterful visual filmmaking. With seamless editing, a memorable score, and fantastic camera work, Gone Girl is technically magnificent, but it's Gillian Flynn's debut screenplay that steals the spotlight.",Gone Girl
Ezequiel Boetti,"The mystery won't let up. Because the movie and the book formulate deeper doubts that, free from the boundaries of a procedural, allow us to generate (bitter) reflections on conjugal love. [Full review in Spanish]",Gone Girl
Q.V. Hough,"Shocking and delightfully sick, Gone Girl highlight’s America’s fascination with pop culture and the showboating of marriage bliss.",Gone Girl
Sean Axmaker,"... as smart as it is compelling, a wild ride as a mystery and a wickedly entertaining portrait of a marriage between two people who really don’t know each other.",Gone Girl
Vadim Rizov,"I’d love to watch it again, but I’m not sure there’s much to take ideologically from Gone Girl; no one should be proud of anything we might learn about ourselves from this.",Gone Girl
Keith Garlington,The visual presentation is moody and comfortless yet perfectly appropriate. And the music from Fincher favorites Atticus Ross and Trent Reznor creates atmospheres of tension.,Gone Girl
Brian Eggert,"More than the poetry of misdirection, more than disappearances or curdling doubt, more than sinister motives or cunning manipulation, and more shocking than a singularly violent, bloody death, David Fincher's Gone Girl is a portrait of marriage.",Gone Girl
Josh Parham,"Employing crisp cinematography, atmospheric sound design, and an incredibly effective score, Fincher manages to utilize many of these crafts to create an engaging premise that sells an intriguing thematic insight.",Gone Girl
George Fenwick,"A brilliant example of a book-to-film adaptation that managed to stay faithful to the novel, while also injecting the story with its own inventive style.",Gone Girl
Dan Brightmore,Fincher combines a maze-like plot with brutal drama to create an unmissable thriller.,Gone Girl
Cate Young,The dirty little secret of Gone Girl is that Amy never hated men as so many have alleged. Women had always been the true targets of her disdain.,Gone Girl
Richard Crouse,"Not great art, but it is an artfully made potboiler with memorable performances and slick direction that will keep you guessing until the end.",Gone Girl
Leo Brady,"Gone Girl not only entertains, but engages the viewer. This is one creepy masterpiece.",Gone Girl
Marianna Neal,Deliciously twisted!,Gone Girl
Ashley Lara,"Fincher and Flynn marry conventions of the thriller with conventions of rom-com, creating a game for the audience to follow along the way.",Gone Girl
Mike Massie,Built with a masterful touch.,Gone Girl
Kelechi Ehenulo,"Watching Gone Girl was like watching Fatal Attraction, Misery and War of the Roses all wrapped up in one and yet you still couldn't get close to what this film was.",Gone Girl
Brent McKnight,Low trash as high art.,Gone Girl
Keith Garlington,"The superbly shot battle scenes aside, Gibson’s traditionalist sensibilities show up in how he shoots everything else which is a perfect fit for this particular film. It’s easy to get lost in the period he visualizes.",Hacksaw Ridge
Brian Eggert,"Hacksaw Ridge seems at odds with itself, particularly during the chaotic and gruesome second half, as it tells a story about a brave pacifist while also satiating the filmmaker's long-demonstrated bloodlust.",Hacksaw Ridge
Matt Brunson,"Mel Gibson's direction can hardly be deemed inspired, but because he's less ham-fisted in his jingoistic zeal than Peter Berg, his workmanlike efficiency at least rarely gets in the way of a worthy storyline.",Hacksaw Ridge
Leo Brady,"Hacksaw Ridge sends us into the trenches, displays what one can achieve with faith, and honors the courageous character of Desmond Doss.",Hacksaw Ridge
Rudie Obias,"Overall, the movie doesn't add up to much.",Hacksaw Ridge
Mike Massie,"It's as if Gibson wants to impart a message of peaceful religious convictions while also reenacting grisly, high-octane war moments.",Hacksaw Ridge
Richard Propes,Is Gibson glorifying the violence that Doss nearly gave his life to shun? Perhaps.,Hacksaw Ridge
Joanne Laurier,...fatally and hopelessly flawed...,Hacksaw Ridge
Kelechi Ehenulo,Hacksaw Ridge has its heart in the right place but gets off to an uneven start and in some respects you could accuse this film as being Oscar bait.,Hacksaw Ridge
Ricardo Gallegos,Mel Gibson is a monster when filming action: he has a gift for directing violence. [Full review in Spanish],Hacksaw Ridge
Josh Encinias,Hacksaw Ridge is about an unbelievable man doing unbelievable things for people who don't like him.,Hacksaw Ridge
Yasser Medina,"We can say Gibson have returned to the violent historical drama for which his style has been characterized, but now he manages to catch us with a poignant anti-war film that talks about the horrors of war. [Full review in Spanish]",Hacksaw Ridge
Avaryl Halley,"I had a lot of problems with it, but I still found it entertaining and powerful.",Hacksaw Ridge
Andrew Galdi,This movie was not skillfully made. It was not nuanced.,Hacksaw Ridge
Steven Prokopy,"Hacksaw Ridge is certainly not for everybody, but I found it absolutely captivating, thought provoking, sometimes morally off kilter, but never compromised. If you can stomach the gore, you're in for one jaw-dropping experience.",Hacksaw Ridge
Dan Scully,Hacksaw Ridge is an epic film of the grandest tradition.,Hacksaw Ridge
Valerie Kalfrin,"The cinematography, editing, and sound pack a surprising amount of suspense, no small feat considering audiences know the outcome.",Hacksaw Ridge
Debbie Lynn Elias,Hacksaw Ridge is masterful filmmaking!,Hacksaw Ridge
Nicholas Bell,"Schmaltzy and hackneyed, despite some glaring bits of hard-won, gritty emotion.",Hacksaw Ridge
Andrew Todd,Feels like a movie made during World War II to drum up enlistments - with all the dodgy moralising that entails.,Hacksaw Ridge
Irish Times Staff,It is easy to be a comedian; but Chaplin is something more. Behind all his ludicrous antics there is a deeps sympathy with human weakness.,The Gold Rush
Wesley Lovell,The film captures the humor and the tragedy of one man’s life in the gold rush era and the end is inspirationally poetic.,The Gold Rush
Sean Axmaker,"Charlie Chaplin’s frozen north classic is just as funny today as it was seventy years ago, and just as mawkishly sentimental.",The Gold Rush
André Bazin,"Sadness at the heart of laughter: it is certain that, with The Gold Rush, Chaplin perfectly expressed this emotion.",The Gold Rush
Diane Carson,"A monumental, historic comedy.",The Gold Rush
Mike Massie,One of Charlie Chaplin's most endearing and popular works.,The Gold Rush
Michael J. Casey,Chaplin's greatest comedy is also his most recognizable.,The Gold Rush
